x,y,v_ref,acc
26.5819999999367,-162.043999999762,20,0
27.2339999999385,-162.802000000142,20,0
27.8969999999972,-163.550999999978,20,0
28.561999999918,-164.297999999486,20,0
29.2399999999907,-165.032999999821,20,0
29.9199999999255,-165.765999999829,20,0
30.609999999986,-166.48900000006,20,0
31.3059999999823,-167.207999999635,20,0
32.0089999999618,-167.918999999762,20,0
32.7189999999246,-168.622999999672,20,0
33.4340000000084,-169.321999999695,20,0
34.1579999999376,-170.01099999994,20,0
34.8850000000093,-170.697999999858,20,0
35.6239999999525,-171.371999999508,20,0
36.3649999999907,-172.043999999762,20,0
37.1149999999907,-172.705000000075,20,0
37.8699999999953,-173.360999999568,20,0
38.6319999999832,-174.008999999613,20,0
39.4000000000233,-174.649000000209,20,0
40.1729999999516,-175.282999999821,20,0
40.9539999999106,-175.907999999821,20,0
41.7369999999646,-176.529000000097,20,0
42.5320000000065,-177.137000000104,20,0
43.3279999999795,-177.74199999962,20,0
44.1319999999832,-178.336000000127,20,0
44.9409999999916,-178.92399999965,20,0
45.7550000000047,-179.503999999724,20,0
46.5760000000009,-180.075000000186,20,0
47.4009999999544,-180.640999999829,20,0
48.2330000000075,-181.195999999531,20,0
49.0669999999227,-181.746999999508,20,0
49.9109999999637,-182.283999999985,20,0
50.7559999999357,-182.81799999997,20,0
51.6089999999385,-183.339999999851,20,0
52.4649999999674,-183.856999999844,20,0
53.326999999932,-184.36400000006,20,0
54.1940000000177,-184.862999999896,20,0
55.064000000013,-185.354999999516,20,0
55.9409999999916,-185.836000000127,20,0
56.8199999999488,-186.313000000082,20,0
57.7060000000056,-186.774999999441,20,0
58.5949999999721,-187.234000000171,20,0
59.4889999999432,-187.680999999866,20,0
60.3869999999879,-188.121999999508,20,0
61.2889999999898,-188.553000000305,20,0
62.1959999999963,-188.974999999627,20,0
63.1049999999814,-189.390999999829,20,0
64.0209999999497,-189.793999999762,20,0
64.936999999918,-190.19299999997,20,0
65.8609999999171,-190.576999999583,20,0
66.7849999999162,-190.957999999635,20,0
67.7149999999674,-191.325999999419,20,0
68.6469999999972,-191.688000000082,20,0
69.5829999999842,-192.038999999873,20,0
70.5229999999283,-192.381000000052,20,0
71.4649999999674,-192.717000000179,20,0
72.3989999999758,-193.075000000186,20,0
73.3310000000056,-193.438000000082,20,0
74.2679999999236,-193.785000000149,20,0
75.2079999999842,-194.12799999956,20,0
76.1509999999544,-194.458999999799,20,0
77.0969999999506,-194.782999999821,20,0
78.0470000000205,-195.098000000231,20,0
78.9989999999525,-195.400999999605,20,0
79.9539999999106,-195.700000000186,20,0
80.9129999999423,-195.983000000007,20,0
81.8730000000214,-196.263000000268,20,0
82.8369999999413,-196.527999999933,20,0
83.8029999999562,-196.786999999546,20,0
84.7709999999497,-197.036000000313,20,0
85.7419999999693,-197.274999999441,20,0
86.7149999999674,-197.507000000216,20,0
87.6909999999916,-197.725999999791,20,0
88.6670000000158,-197.939999999478,20,0
89.6479999999283,-198.138999999501,20,0
90.6289999999572,-198.332999999635,20,0
91.6119999999646,-198.514999999665,20,0
92.5969999999506,-198.688000000082,20,0
93.5829999999842,-198.853000000119,20,0
94.5709999999963,-199.004999999888,20,0
95.5599999999395,-199.152999999933,20,0
96.5520000000251,-199.285000000149,20,0
97.5429999999469,-199.412999999709,20,0
98.5370000000112,-199.526999999769,20,0
99.530999999959,-199.632999999449,20,0
100.525999999954,-199.729999999516,20,0
101.522999999928,-199.815999999642,20,0
102.520000000019,-199.895999999717,20,0
103.516999999993,-199.959999999963,20,0
104.515999999945,-200.020999999717,20,0
105.513999999966,-200.066999999806,20,0
106.513999999966,-200.106999999844,20,0
107.512999999919,-200.134999999776,20,0
108.512999999919,-200.154000000097,20,0
109.512999999919,-200.165000000037,20,0
110.512999999919,-200.161999999546,20,0
111.512999999919,-200.155999999493,20,0
112.512999999919,-200.132999999449,20,0
113.511999999988,-200.10599999968,20,0
114.51099999994,-200.064999999478,20,0
115.510000000009,-200.016999999993,20,0
116.508999999962,-199.958999999799,20,0
117.505999999936,-199.889999999665,20,0
118.503000000026,-199.814999999478,20,0
119.498999999953,-199.724999999627,20,0
120.494999999995,-199.631000000052,20,0
121.488999999943,-199.521999999881,20,0
122.48199999996,-199.406999999657,20,0
123.473999999929,-199.280999999493,20,0
124.464999999967,-199.144999999553,20,0
125.454999999958,-199.002000000328,20,0
126.441999999923,-198.844999999739,20,0
127.429000000004,-198.683999999426,20,0
128.412999999942,-198.507000000216,20,0
129.396999999997,-198.325999999419,20,0
130.378000000026,-198.132000000216,20,0
131.35699999996,-197.929999999702,20,0
132.334999999963,-197.718999999575,20,0
133.309000000008,-197.496000000276,20,0
134.282999999938,-197.26900000032,20,0
135.253000000026,-197.024999999441,20,0
136.221999999951,-196.777999999933,20,0
137.187999999966,-196.518000000156,20,0
138.150999999954,-196.25,20,0
139.111999999965,-195.973000000231,20,0
140.069999999949,-195.68499999959,20,0
141.025999999954,-195.391999999993,20,0
141.976999999955,-195.083999999799,20,0
142.927000000025,-194.771999999881,20,0
143.871999999974,-194.445999999531,20,0
144.815999999992,-194.115000000224,20,0
145.755000000005,-193.771999999881,20,0
146.691999999923,-193.421000000089,20,0
147.625,-193.061999999918,20,0
148.554000000004,-192.690999999642,20,0
149.480999999912,-192.316999999806,20,0
150.402000000002,-191.925999999978,20,0
151.320999999996,-191.531999999657,20,0
152.233999999939,-191.126000000164,20,0
153.145000000019,-190.712999999523,20,0
154.052000000025,-190.291000000201,20,0
154.95299999998,-189.859000000171,20,0
155.853000000003,-189.421000000089,20,0
156.744999999995,-188.969999999739,20,0
157.63599999994,-188.514999999665,20,0
158.518999999971,-188.047000000253,20,0
159.400000000023,-187.574000000022,20,0
160.275999999954,-187.091000000015,20,0
161.14599999995,-186.598999999464,20,0
162.012999999919,-186.100999999791,20,0
162.873999999953,-185.591000000015,20,0
163.73199999996,-185.076999999583,20,0
164.581000000006,-184.549999999814,20,0
165.430999999982,-184.023000000045,20,0
166.283999999985,-183.5,20,0
167.131999999983,-182.970999999903,20,0
167.974999999977,-182.433000000194,20,0
168.814000000013,-181.888000000268,20,0
169.647999999928,-181.336000000127,20,0
170.476000000024,-180.775999999605,20,0
171.29999999993,-180.208999999799,20,0
172.116999999969,-179.632999999449,20,0
172.930999999982,-179.052000000142,20,0
173.736999999965,-178.459999999963,20,0
174.540999999968,-177.865999999456,20,0
175.33600000001,-177.258999999613,20,0
176.128999999957,-176.649999999441,20,0
176.912000000011,-176.027999999933,20,0
177.694000000018,-175.405000000261,20,0
178.466999999946,-174.769999999553,20,0
179.236999999965,-174.132000000216,20,0
179.998000000021,-173.483000000007,20,0
180.755000000005,-172.830000000075,20,0
181.505000000005,-172.168999999762,20,0
182.25,-171.502000000328,20,0
182.988999999943,-170.826999999583,20,0
183.72100000002,-170.145999999717,20,0
184.446999999927,-169.458999999799,20,0
185.167000000016,-168.764999999665,20,0
185.880999999936,-168.064999999478,20,0
186.586999999941,-167.356999999844,20,0
187.289999999921,-166.644999999553,20,0
187.98199999996,-165.92399999965,20,0
188.672000000021,-165.200000000186,20,0
189.349999999977,-164.464999999851,20,0
190.027999999933,-163.729000000283,20,0
190.691999999923,-162.981999999844,20,0
191.354999999981,-162.234000000171,20,0
192.006999999983,-161.474999999627,20,0
192.655999999959,-160.713999999687,20,0
193.293999999994,-159.945000000298,20,0
193.927999999956,-159.171000000089,20,0
194.554000000004,-158.390999999829,20,0
195.172999999952,-157.60599999968,20,0
195.784999999916,-156.814999999478,20,0
196.388999999966,-156.018000000156,20,0
196.986999999965,-155.217000000179,20,0
197.576000000001,-154.407999999821,20,0
198.159999999916,-153.597000000067,20,0
198.733000000007,-152.777999999933,20,0
199.302999999956,-151.956000000238,20,0
199.860999999917,-151.126000000164,20,0
200.417000000016,-150.294999999926,20,0
200.958999999915,-149.453999999911,20,0
201.498999999952,-148.612999999896,20,0
202.025999999954,-147.763000000268,20,0
202.54999999993,-146.911000000313,20,0
203.061999999918,-146.052000000142,20,0
203.569999999949,-145.190999999642,20,0
204.06799999997,-144.322999999858,20,0
204.559000000008,-143.452999999747,20,0
205.040999999968,-142.576999999583,20,0
205.515999999945,-141.695999999531,20,0
205.983000000007,-140.811999999918,20,0
206.440999999992,-139.922999999486,20,0
206.892999999924,-139.030999999493,20,0
207.333999999915,-138.133999999613,20,0
207.770000000019,-137.234000000171,20,0
208.194000000018,-136.327999999747,20,0
208.614999999991,-135.421000000089,20,0
209.021999999997,-134.507999999449,20,0
209.427000000025,-133.592999999411,20,0
209.815999999992,-132.672000000253,20,0
210.202999999979,-131.75,20,0
210.576999999932,-130.821999999695,20,0
210.946999999927,-129.893000000156,20,0
211.304000000004,-128.958999999799,20,0
211.655999999959,-128.024000000209,20,0
211.996999999974,-127.083999999799,20,0
212.331000000006,-126.140999999829,20,0
212.655999999959,-125.195000000298,20,0
212.972999999998,-124.246999999508,20,0
213.280999999959,-123.294999999926,20,0
213.578999999911,-122.341000000015,20,0
213.870999999926,-121.384999999776,20,0
214.150999999954,-120.424999999814,20,0
214.427000000025,-119.462999999523,20,0
214.613000000012,-118.481999999844,20,0
214.782000000007,-117.496000000276,20,0
214.949999999953,-116.509999999777,20,0
215.110999999917,-115.523000000045,20,0
215.261999999988,-114.535000000149,20,0
215.41399999999,-113.546000000089,20,0
215.562999999966,-112.558000000194,20,0
215.697999999975,-111.566999999806,20,0
215.831999999937,-110.575999999419,20,0
215.966999999946,-109.584999999963,20,0
216.087999999989,-108.592000000179,20,0
216.206000000006,-107.598999999464,20,0
216.322999999975,-106.60599999968,20,0
216.434000000008,-105.611999999732,20,0
216.533999999985,-104.61699999962,20,0
216.633999999962,-103.621999999508,20,0
216.733999999939,-102.627000000328,20,0
216.816999999923,-101.631000000052,20,0
216.900000000023,-100.633999999613,20,0
216.983999999939,-99.6380000002682,20,0
217.054999999935,-98.6399999996647,20,0
217.120999999926,-97.6430000001565,20,0
217.186999999918,-96.644999999553,20,0
217.246999999974,-95.6469999998808,20,0
217.295999999973,-94.6480000000447,20,0
217.344999999972,-93.6490000002086,20,0
217.393999999971,-92.6499999994412,20,0
217.425999999978,-91.6509999996051,20,0
217.457999999984,-90.6509999996051,20,0
217.489999999991,-89.651999999769,20,0
217.51099999994,-88.651999999769,20,0
217.525000000023,-87.651999999769,20,0
217.539999999921,-86.651999999769,20,0
217.54999999993,-85.651999999769,20,0
217.54700000002,-84.651999999769,20,0
217.543999999994,-83.651999999769,20,0
217.542000000016,-82.651999999769,20,0
217.523999999976,-81.651999999769,20,0
217.505000000005,-80.652999999933,20,0
217.485999999917,-79.6529999999329,20,0
217.466999999946,-78.6529999999329,20,0
217.447999999975,-77.6529999999329,20,0
217.429000000004,-76.6529999999329,20,0
217.408999999985,-75.6540000000969,20,0
217.390000000014,-74.6540000000969,20,0
217.370999999926,-73.6540000000969,20,0
217.351999999955,-72.6540000000969,20,0
217.332999999984,-71.6540000000969,20,0
217.314000000013,-70.6540000000969,20,0
217.294999999925,-69.6550000002608,20,0
217.275999999954,-68.6550000002608,20,0
217.256999999983,-67.6550000002608,20,0
217.238000000012,-66.6550000002608,20,0
217.217999999993,-65.6550000002608,20,0
217.199000000022,-64.6559999994934,20,0
217.179999999935,-63.6559999994934,20,0
217.160999999964,-62.6559999994934,20,0
217.141999999993,-61.6559999994934,20,0
217.123000000021,-60.6559999994934,20,0
217.103999999934,-59.6559999994934,20,0
217.084999999963,-58.6569999996573,20,0
217.065999999992,-57.6569999996573,20,0
217.04700000002,-56.6569999996573,20,0
217.027999999933,-55.6569999996573,20,0
217.007999999914,-54.6569999996573,20,0
216.988999999943,-53.6579999998212,20,0
216.969999999972,-52.6579999998212,20,0
216.951000000001,-51.6579999998212,20,0
216.931999999913,-50.6579999998212,20,0
216.912999999942,-49.6579999998212,20,0
216.893999999971,-48.6579999998212,20,0
216.875,-47.6589999999851,20,0
216.855999999912,-46.6589999999851,20,0
216.836999999941,-45.6589999999851,20,0
216.816999999923,-44.6589999999851,20,0
216.797999999952,-43.6589999999851,20,0
216.77899999998,-42.660000000149,20,0
216.760000000009,-41.660000000149,20,0
216.740999999922,-40.660000000149,20,0
216.721999999951,-39.660000000149,20,0
216.70299999998,-38.660000000149,20,0
216.684000000008,-37.6610000003129,20,0
216.664999999921,-36.6610000003129,20,0
216.64599999995,-35.6610000003129,20,0
216.626999999979,-34.6610000003129,20,0
216.60699999996,-33.6610000003129,20,0
216.587999999989,-32.6610000003129,20,0
216.569000000018,-31.6619999995455,20,0
216.54999999993,-30.6619999995455,20,0
216.530999999959,-29.6619999995455,20,0
216.511999999988,-28.6619999995455,20,0
216.493000000017,-27.6619999995455,20,0
216.473999999929,-26.6629999997094,20,0
216.454999999958,-25.6629999997094,20,0
216.435999999987,-24.6629999997094,20,0
216.415999999968,-23.6629999997094,20,0
216.396999999997,-22.6629999997094,20,0
216.378000000026,-21.6629999997094,20,0
216.358999999939,-20.6639999998733,20,0
216.339999999967,-19.6639999998733,20,0
216.320999999996,-18.6639999998733,20,0
216.302000000025,-17.6639999998733,20,0
216.282999999938,-16.6639999998733,20,0
216.263999999966,-15.6650000000373,20,0
216.244999999995,-14.6650000000373,20,0
216.226000000024,-13.6650000000373,20,0
216.206000000006,-12.6650000000373,20,0
216.186999999918,-11.6650000000373,20,0
216.167999999947,-10.6650000000373,20,0
216.148999999976,-9.66600000020117,20,0
216.130000000005,-8.66600000020117,20,0
216.110999999917,-7.66600000020117,20,0
216.091999999946,-6.66600000020117,20,0
216.072999999975,-5.66600000020117,20,0
216.054000000004,-4.66699999943376,20,0
216.034999999916,-3.66699999943376,20,0
216.015000000014,-2.66699999943376,20,0
215.995999999926,-1.66699999943376,20,0
215.976999999955,-0.666999999433756,20,0
215.957999999984,0.333000000566244,20,0
215.939000000013,1.33200000040233,20,0
215.919999999925,2.33200000040233,20,0
215.900999999954,3.33200000040233,20,0
215.881999999983,4.33200000040233,20,0
215.863000000012,5.33200000040233,20,0
215.843999999925,6.33100000023842,20,0
215.824999999953,7.33100000023842,20,0
215.804999999935,8.33100000023842,20,0
215.785999999964,9.33100000023842,20,0
215.766999999993,10.3310000002384,20,0
215.748000000021,11.3310000002384,20,0
215.728999999934,12.3300000000745,20,0
215.709999999963,13.3300000000745,20,0
215.690999999992,14.3300000000745,20,0
215.67200000002,15.3300000000745,20,0
215.652999999933,16.3300000000745,20,0
215.633999999962,17.3289999999106,20,0
215.613999999943,18.3289999999106,20,0
215.594999999972,19.3289999999106,20,0
215.576000000001,20.3289999999106,20,0
215.556999999913,21.3289999999106,20,0
215.537999999942,22.3289999999106,20,0
215.518999999971,23.3279999997467,20,0
215.5,24.3279999997467,20,0
215.480999999912,25.3279999997467,20,0
215.461999999941,26.3279999997467,20,0
215.44299999997,27.3279999997467,20,0
215.423999999999,28.3270000005141,20,0
215.40399999998,29.3270000005141,20,0
215.385000000009,30.3270000005141,20,0
215.365999999922,31.3270000005141,20,0
215.346999999951,32.3270000005141,20,0
215.327999999979,33.3270000005141,20,0
215.309000000008,34.3260000003502,20,0
215.289999999921,35.3260000003502,20,0
215.27099999995,36.3260000003502,20,0
215.251999999979,37.3260000003502,20,0
215.233000000007,38.3260000003502,20,0
215.212999999989,39.3250000001863,20,0
215.194000000018,40.3250000001863,20,0
215.17499999993,41.3250000001863,20,0
215.155999999959,42.3250000001863,20,0
215.136999999988,43.3250000001863,20,0
215.118000000017,44.3250000001863,20,0
215.098999999929,45.3240000000224,20,0
215.079999999958,46.3240000000224,20,0
215.060999999987,47.3240000000224,20,0
215.042000000016,48.3240000000224,20,0
215.022999999928,49.3240000000224,20,0
215.003000000026,50.3229999998584,20,0
214.983999999939,51.3229999998584,20,0
214.964999999967,52.3229999998584,20,0
214.945999999996,53.3229999998584,20,0
214.927000000025,54.3229999998584,20,0
214.907999999938,55.3229999998584,20,0
214.888999999966,56.3219999996945,20,0
214.869999999995,57.3219999996945,20,0
214.851000000024,58.3219999996945,20,0
214.831999999937,59.3219999996945,20,0
214.811999999918,60.3219999996945,20,0
214.792999999947,61.3210000004619,20,0
214.773999999976,62.3210000004619,20,0
214.755000000005,63.3210000004619,20,0
214.735999999917,64.3210000004619,20,0
214.716999999946,65.3210000004619,20,0
214.697999999975,66.3210000004619,20,0
214.679000000004,67.320000000298,20,0
214.659999999916,68.320000000298,20,0
214.640999999945,69.320000000298,20,0
214.621999999974,70.320000000298,20,0
214.601999999955,71.320000000298,20,0
214.582999999984,72.3190000001341,20,0
214.564000000013,73.3190000001341,20,0
214.544999999926,74.3190000001341,20,0
214.525999999954,75.3190000001341,20,0
214.506999999983,76.3190000001341,20,0
214.488000000012,77.3190000001341,20,0
214.468999999925,78.3179999999702,20,0
214.449999999953,79.3179999999702,20,0
214.430999999982,80.3179999999702,20,0
214.410999999964,81.3179999999702,20,0
214.391999999993,82.3179999999702,20,0
214.373000000021,83.3169999998063,20,0
214.353999999934,84.3169999998063,20,0
214.334999999963,85.3169999998063,20,0
214.315999999992,86.3169999998063,20,0
214.322999999975,87.3169999998063,20,0
214.353000000003,88.3160000005737,20,0
214.378999999957,89.3160000005737,20,0
214.392999999924,90.3160000005737,20,0
214.405999999959,91.3160000005737,20,0
214.402000000002,92.3160000005737,20,0
214.397999999928,93.3160000005737,20,0
214.380999999936,94.3150000004098,20,0
214.359999999986,95.3150000004098,20,0
214.329999999958,96.3150000004098,20,0
214.292000000016,97.3140000002459,20,0
214.248999999952,98.313000000082,20,0
214.194000000018,99.3109999997541,20,0
214.137999999919,100.310000000522,20,0
214.065999999992,101.30700000003,20,0
213.993999999948,102.304999999702,20,0
213.907999999938,103.300999999978,20,0
213.819000000018,104.297000000253,20,0
213.719999999972,105.292000000365,20,0
213.613999999943,106.286000000313,20,0
213.501999999979,107.280000000261,20,0
213.378999999957,108.271999999881,20,0
213.255000000005,109.265000000596,20,0
213.113999999943,110.254999999888,20,0
212.973999999929,111.245000000112,20,0
212.819999999949,112.233000000007,20,0
212.662000000011,113.219999999739,20,0
212.495999999926,114.206000000238,20,0
212.320999999996,115.191000000574,20,0
212.141999999993,116.174999999814,20,0
211.951000000001,117.156000000425,20,0
211.758999999962,118.138000000268,20,0
211.550999999978,119.116000000387,20,0
211.342999999993,120.094000000507,20,0
211.120999999926,121.069000000134,20,0
210.896999999997,122.043999999762,20,0
210.662999999942,123.015999999829,20,0
210.420999999973,123.986000000499,20,0
210.17499999993,124.955000000075,20,0
209.917000000016,125.922000000253,20,0
209.657999999938,126.887000000104,20,0
209.382999999914,127.849000000395,20,0
209.108999999939,128.810999999754,20,0
208.820999999996,129.768000000156,20,0
208.529999999911,130.725000000559,20,0
208.229999999981,131.679000000469,20,0
207.92200000002,132.629999999888,20,0
207.609999999986,133.580000000075,20,0
207.285999999964,134.526000000536,20,0
206.961999999941,135.472000000067,20,0
206.621999999974,136.412999999709,20,0
206.282000000007,137.353000000119,20,0
205.929000000004,138.288999999873,20,0
205.572999999975,139.223000000231,20,0
205.207999999984,140.154000000097,20,0
204.83600000001,141.083000000566,20,0
204.458999999915,142.009000000544,20,0
204.071999999927,142.930999999866,20,0
203.682999999961,143.851999999955,20,0
203.27899999998,144.766999999993,20,0
202.875999999931,145.68200000003,20,0
202.458999999915,146.591000000015,20,0
202.039999999921,147.498999999836,20,0
201.611999999965,148.402999999933,20,0
201.177999999956,149.303000000305,20,0
200.738000000012,150.202000000514,20,0
200.287999999942,151.094000000507,20,0
199.836999999941,151.986999999732,20,0
199.370999999926,152.87200000044,20,0
198.905999999959,153.757000000216,20,0
198.427999999956,154.63599999994,20,0
197.947999999975,155.513000000268,20,0
197.458999999915,156.384999999777,20,0
196.96399999992,157.253999999724,20,0
196.462999999989,158.120000000112,20,0
195.95299999998,158.980000000447,20,0
195.439000000013,159.837000000291,20,0
194.881999999983,160.668000000529,20,0
194.321999999927,161.496000000276,20,0
193.75,162.316000000574,20,0
193.172999999952,163.13300000038,20,0
192.586999999941,163.94299999997,20,0
191.993000000017,164.747999999672,20,0
191.392999999924,165.548000000417,20,0
190.782999999938,166.339999999851,20,0
190.168999999994,167.129999999888,20,0
189.542999999947,167.908999999985,20,0
188.914999999921,168.688000000082,20,0
188.273999999976,169.455000000075,20,0
187.630000000005,170.219999999739,20,0
186.976000000024,170.976999999955,20,0
186.316999999923,171.729000000283,20,0
185.650000000023,172.473000000231,20,0
184.974999999977,173.212000000291,20,0
184.294999999926,173.945000000298,20,0
183.605999999912,174.668999999762,20,0
182.912999999942,175.390000000596,20,0
182.208999999915,176.100999999791,20,0
181.503999999957,176.809000000358,20,0
180.785999999964,177.506000000052,20,0
180.065999999992,178.200000000186,20,0
179.33600000001,178.884000000544,20,0
178.603000000003,179.563000000082,20,0
177.860999999917,180.234000000171,20,0
177.113999999943,180.898000000045,20,0
176.360999999917,181.555999999866,20,0
175.599999999977,182.205000000075,20,0
174.834999999963,182.850000000559,20,0
174.061999999918,183.483000000007,20,0
