x_m, y_m, vx_mps, ax_mps2
-127.959457930061,-178.619453260209,20,0
-128.330037350068,-179.548254050314,20,0
-128.688582531991,-180.481744100339,20,0
-129.044121977058,-181.416405380238,20,0
-129.399661423056,-182.351066660136,20,0
-129.755200868006,-183.285727940034,20,0
-130.110740312957,-184.220389210153,20,0
-130.466279758024,-185.155050490051,20,0
-130.821819202974,-186.089711769949,20,0
-131.168599036056,-187.027624470181,20,0
-131.509005872067,-187.967902710195,20,0
-131.849412707961,-188.908180959988,20,0
-132.189819543971,-189.848459210247,20,0
-132.530226379982,-190.788737460039,20,0
-132.870633215061,-191.729015710298,20,0
-133.211040050955,-192.66929396009,20,0
-133.560001733014,-193.606350850314,20,0
-133.924333977978,-194.537619879935,20,0
-134.288666222011,-195.468888920266,20,0
-134.652998466976,-196.400157950353,20,0
-135.017330711009,-197.331426990218,20,0
-135.381662955973,-198.262696020305,20,0
-135.745995200006,-199.19396506017,20,0
-136.11032744497,-200.125234090257,20,0
-136.474659689003,-201.056503130123,20,0
-136.838991933968,-201.987772160209,20,0
-137.203324178001,-202.919041200075,20,0
-137.567656422965,-203.850310230162,20,0
-137.931988666998,-204.781579270027,20,0
-138.296320911962,-205.712848300114,20,0
-138.660653155995,-206.64411733998,20,0
-139.024985400028,-207.575386370066,20,0
-139.389317644992,-208.506655409932,20,0
-139.753649889025,-209.437924440019,20,0
-140.11798213399,-210.36919348035,20,0
-140.482314378023,-211.300462509971,20,0
-140.846646622987,-212.231731550302,20,0
-141.21097886702,-213.163000579923,20,0
-141.575311111984,-214.094269620254,20,0
-141.939643356017,-215.025538650341,20,0
-142.303975600982,-215.956807690207,20,0
-142.668307845015,-216.888076720293,20,0
-143.032640089979,-217.819345760159,20,0
-143.396972334012,-218.750614790246,20,0
-143.761304578976,-219.681883830111,20,0
-144.125636823009,-220.613152860198,20,0
-144.489969067974,-221.544421900064,20,0
-144.854301312007,-222.47569093015,20,0
-145.218633556971,-223.406959970016,20,0
-145.582965801004,-224.338229000102,20,0
-145.947298045037,-225.269498039968,20,0
-146.311630290001,-226.200767070055,20,0
-146.675962534034,-227.132036110386,20,0
-147.040294778999,-228.063305140007,20,0
-147.404627023031,-228.994574180338,20,0
-147.768959267996,-229.925843209959,20,0
-148.133291512029,-230.857112250291,20,0
-148.497623756993,-231.788381280377,20,0
-148.861956001026,-232.719650320243,20,0
-149.226288245991,-233.650919350329,20,0
-149.590620490024,-234.582188390195,20,0
-149.954952734988,-235.513457420282,20,0
-150.319284979021,-236.444726460147,20,0
-150.679983685957,-237.377397850156,20,0
-151.035769080044,-238.311965540051,20,0
-151.391554474015,-239.246533220168,20,0
-151.747339867055,-240.181100900285,20,0
-152.103125261026,-241.11566859018,20,0
-152.458910654997,-242.050236270297,20,0
-152.814696048968,-242.984803949948,20,0
-153.170481443056,-243.919371630065,20,0
-153.526266837027,-244.853939319961,20,0
-153.882052230998,-245.788507000077,20,0
-154.237837624037,-246.723074680194,20,0
-154.593623018008,-247.657642360311,20,0
-154.949408411979,-248.592210050206,20,0
-155.305193806067,-249.526777730323,20,0
-155.660979200038,-250.461345409974,20,0
-156.016764594009,-251.395913090091,20,0
-156.37254998798,-252.330480779987,20,0
-156.72833538102,-253.265048460103,20,0
-157.08412077499,-254.19961614022,20,0
-157.439906168962,-255.134183830116,20,0
-157.795691563049,-256.068751510232,20,0
-158.15147695702,-257.003319190349,20,0
-158.507262350991,-257.93788687,20,0
-158.863047744031,-258.872454560362,20,0
-159.218833138002,-259.807022240013,20,0
-159.574618531973,-260.741589920129,20,0
-159.93040392606,-261.676157600246,20,0
-160.286189320031,-262.610725290142,20,0
-160.641974714002,-263.545292970259,20,0
-160.997760107973,-264.479860650375,20,0
-161.353545501013,-265.414428330026,20,0
-161.709330894984,-266.348996020388,20,0
-162.065116288955,-267.283563700039,20,0
-162.420901683042,-268.218131380155,20,0
-162.776687077013,-269.152699070051,20,0
-163.132472470984,-270.087266750168,20,0
-163.488257864955,-271.021834430285,20,0
-163.844043257995,-271.956402109936,20,0
-164.199828651966,-272.890969800297,20,0
-164.555614046054,-273.825537479948,20,0
-164.911399440025,-274.760105160065,20,0
-165.267184833996,-275.694672840182,20,0
-165.622970227967,-276.629240530077,20,0
-165.978755622054,-277.563808210194,20,0
-166.334541014977,-278.498375890311,20,0
-166.690326409065,-279.432943580206,20,0
-167.046111803036,-280.367511260323,20,0
-167.440137256053,-281.285639820155,20,0
-167.873535874067,-282.186842150055,20,0
-168.306934493011,-283.088044479955,20,0
-168.740333111956,-283.989246810321,20,0
-169.173731731018,-284.890449129976,20,0
-169.604675582028,-285.792806710116,20,0
-170.022876995033,-286.701161030214,20,0
-170.441078406991,-287.609515360091,20,0
-170.859279819997,-288.517869680188,20,0
-171.277481233002,-289.426224010065,20,0
-171.69568264496,-290.334578330163,20,0
-172.101167023065,-291.248658569995,20,0
-172.50405325205,-292.163908639923,20,0
-172.906939481035,-293.079158700071,20,0
-173.309825711068,-293.994408769998,20,0
-173.712711940054,-294.909658839926,20,0
-174.107896369998,-295.8282222501,20,0
-174.495353759965,-296.750109860208,20,0
-174.882811149,-297.671997480094,20,0
-175.270268538966,-298.593885090202,20,0
-175.657725928002,-299.51577270031,20,0
-176.04257276596,-300.438731790054,20,0
-176.414492010953,-301.366996880155,20,0
-176.786411256995,-302.295261970255,20,0
-177.158330501988,-303.223527060356,20,0
-177.530249746982,-304.151792140212,20,0
-177.902168993023,-305.080057230312,20,0
-178.260997551027,-306.013440079987,20,0
-178.617273731972,-306.947820780333,20,0
-178.973549911985,-307.882201469969,20,0
-179.329826093046,-308.816582170315,20,0
-179.68610227399,-309.750962859951,20,0
-180.034417502,-310.688302710186,20,0
-180.374950109981,-311.628535420168,20,0
-180.715482717962,-312.568768120371,20,0
-181.056015326059,-313.509000830352,20,0
-181.396547934971,-314.449233540334,20,0
-181.734316669986,-315.390441080089,20,0
-182.059009638964,-316.33626055019,20,0
-182.383702608989,-317.282080030069,20,0
-182.708395577967,-318.227899500169,20,0
-183.033088547992,-319.173718970269,20,0
-183.357781518018,-320.119538450148,20,0
-183.669039385975,-321.069844330195,20,0
-183.977801118977,-322.020983740221,20,0
-184.286562851979,-322.972123160027,20,0
-184.595324584981,-323.923262580298,20,0
-184.904086317983,-324.874402000103,20,0
-185.204644332057,-325.828128580004,20,0
-185.497387723997,-326.784319620114,20,0
-185.790131116984,-327.740510660223,20,0
-186.082874509971,-328.696701700333,20,0
-186.375617902027,-329.652892739977,20,0
-186.665447468985,-330.609949170146,20,0
-186.942089935997,-331.570922090206,20,0
-187.218732404056,-332.531895000022,20,0
-187.495374872,-333.492867920082,20,0
-187.772017340059,-334.453840840142,20,0
-188.048659808002,-335.414813749958,20,0
-188.311553391045,-336.379619929939,20,0
-188.572016892023,-337.345103620086,20,0
-188.832480392069,-338.310587320011,20,0
-189.092943893047,-339.276071010157,20,0
-189.353407392976,-340.241554710082,20,0
-189.605441935011,-341.209236550145,20,0
-189.84965299,-342.178958659991,20,0
-190.093864044058,-343.148680760059,20,0
-190.338075099047,-344.118402870372,20,0
-190.582286152988,-345.088124969974,20,0
-190.823437702958,-346.05859031016,20,0
-191.051327417953,-347.032277259975,20,0
-191.279217133997,-348.005964210257,20,0
-191.507106848992,-348.979651160072,20,0
-191.734996565035,-349.953338110354,20,0
-191.962886280031,-350.927025060169,20,0
-192.176745285047,-351.903871830087,20,0
-192.388249372015,-352.881248940248,20,0
-192.599753458984,-353.858626049943,20,0
-192.811257546069,-354.836003170348,20,0
-193.022761633037,-355.813380280044,20,0
-193.225630150991,-356.792550340295,20,0
-193.420688944053,-357.773341900203,20,0
-193.615747736068,-358.754133450333,20,0
-193.810806529014,-359.734924999997,20,0
-194.005865321029,-360.715716550126,20,0
-194.197724106954,-361.697116630152,20,0
-194.376282577053,-362.681045930367,20,0
-194.554841047036,-363.664975230116,20,0
-194.733399517019,-364.648904530331,20,0
-194.911957987002,-365.632833840325,20,0
-195.090516456985,-366.616763140075,20,0
-195.254795596003,-367.603160100057,20,0
-195.416803371976,-368.589949580375,20,0
-195.578811148065,-369.576739060227,20,0
-195.74081892299,-370.563528540078,20,0
-195.902826698962,-371.55031801993,20,0
-196.056011987035,-372.538479970302,20,0
-196.20142336504,-373.527851250022,20,0
-196.346834743046,-374.517222530208,20,0
-196.492246120004,-375.506593809929,20,0
-196.637657498009,-376.495965090114,20,0
-196.77973444201,-377.485797869973,20,0
-196.908508399967,-378.477471840102,20,0
-197.03728235804,-379.469145810231,20,0
-197.166056315996,-380.46081979014,20,0
-197.294830275001,-381.452493760269,20,0
-197.423604232957,-382.444167729933,20,0
-197.537884620018,-383.437600130215,20,0
-197.64998483099,-384.431297040079,20,0
-197.762085041962,-385.424993940163,20,0
-197.874185253051,-386.418690850027,20,0
-197.986285464023,-387.412387760356,20,0
-198.089396978961,-388.407022309955,20,0
-198.184791818959,-389.402461830061,20,0
-198.280186658026,-390.397901340388,20,0
-198.375581496977,-391.393340850249,20,0
-198.470976336975,-392.388780370354,20,0
-198.554612869047,-393.385009540245,20,0
-198.593176677008,-394.384265680331,20,0
-198.631740484968,-395.383521819953,20,0
-198.670304293045,-396.382777960039,20,0
-198.706427594064,-397.382107260171,20,0
-198.727793711004,-398.38187897997,20,0
-198.749159828061,-399.381650700234,20,0
-198.770525946049,-400.381422420032,20,0
-198.790568755008,-401.381211030297,20,0
-198.794730857014,-402.381202369928,20,0
-198.798892960068,-403.381193700246,20,0
-198.803055061958,-404.381185040343,20,0
-198.807011937955,-405.381175470073,20,0
-198.793968791957,-406.381090400275,20,0
-198.780925647006,-407.381005340256,20,0
-198.767882502055,-408.380920269992,20,0
-198.754839356988,-409.380835209973,20,0
-198.725507571012,-410.380397500004,20,0
-198.695263038971,-411.379940030165,20,0
-198.665018507978,-412.379482560325,20,0
-198.634773976984,-413.37902509002,20,0
-198.589366625994,-414.377978210337,20,0
-198.541929661063,-415.376852449961,20,0
-198.494492697063,-416.375726680271,20,0
-198.447055732016,-417.37460092036,20,0
-198.385584764066,-418.372687610332,20,0
-198.32096940896,-419.370597850065,20,0
-198.25635405397,-420.368508100044,20,0
-198.191738700028,-421.366418340243,20,0
-198.114220155053,-422.363381570205,20,0
-198.032445537974,-423.360032410361,20,0
-197.950670919963,-424.356683260295,20,0
-197.868896303,-425.35333411023,20,0
-197.775350313051,-426.348917100113,20,0
-197.676440641051,-427.344013510272,20,0
-197.577530968003,-428.33910993021,20,0
-197.478621296002,-429.334206350147,20,0
-197.369072076981,-430.328152710106,20,0
-197.253056628978,-431.321400110144,20,0
-197.137041180976,-432.314647519961,20,0
-197.021025732974,-433.307894930243,20,0
-196.89550158102,-434.299948680214,20,0
-196.76241470105,-435.291053059976,20,0
-196.629327822011,-436.282157429959,20,0
-196.49624094204,-437.273261810187,20,0
-196.354774220963,-438.263167450204,20,0
-196.204655306995,-439.251835400238,20,0
-196.054536393028,-440.240503350273,20,0
-195.904417479061,-441.229171290062,20,0
-195.747044619056,-442.21667388035,20,0
-195.579938109964,-443.202612730209,20,0
-195.412831600057,-444.188551580067,20,0
-195.245725090964,-445.174490429926,20,0
-195.072486574994,-446.159335609991,20,0
-194.888441939023,-447.142253499943,20,0
-194.704397302004,-448.125171390362,20,0
-194.520352664985,-449.10808927007,20,0
-194.331293020979,-450.090023410041,20,0
-194.130364740034,-451.06962935999,20,0
-193.929436458042,-452.04923530994,20,0
-193.728508176049,-453.028841270134,20,0
-193.523675963981,-454.007611420005,20,0
-193.305923516978,-454.983615450095,20,0
-193.088171069976,-455.959619489964,20,0
-192.870418622973,-456.935623520054,20,0
-192.649866422987,-457.910977580119,20,0
-192.41535427107,-458.883090760093,20,0
-192.180842119036,-459.855203950312,20,0
-191.94632996805,-460.827317140065,20,0
-191.710114369052,-461.799003850203,20,0
-191.458911934052,-462.766938420012,20,0
-191.207709499984,-463.734873000066,20,0
-190.956507064984,-464.702807570342,20,0
-190.704688649042,-465.670576610137,20,0
-190.436870294041,-466.634046030231,20,0
-190.169051939039,-467.597515460103,20,0
-189.90123358299,-468.560984880198,20,0
-189.633415227988,-469.524454300292,20,0
-189.349521914962,-470.48330599023,20,0
-189.065166921005,-471.442025050055,20,0
-188.780811926,-472.400744110346,20,0
-188.496456932043,-473.359463170171,20,0
-188.197178059024,-474.313615780324,20,0
-187.896370601956,-475.267300670035,20,0
-187.595563145005,-476.220985569991,20,0
-187.294755688053,-477.174670460168,20,0
-186.98016859102,-478.123878340237,20,0
-186.662997719017,-479.072246740106,20,0
-186.345826847013,-480.02061515022,20,0
-186.028655973961,-480.968983560335,20,0
-185.698841891018,-481.91300231032,20,0
-185.365401493967,-482.855773490388,20,0
-185.031961097032,-483.798544669989,20,0
-184.698520699981,-484.741315850056,20,0
-184.353564745979,-485.679902400356,20,0
-184.003953531035,-486.616797270253,20,0
-183.654342317022,-487.553692140151,20,0
-183.304731101961,-488.490587010048,20,0
-182.944722254062,-489.423499670345,20,0
-182.579043715959,-490.354240880348,20,0
-182.213365177973,-491.284982100129,20,0
-181.847686639987,-492.215723310131,20,0
-181.472717707045,-493.142721849959,20,0
-181.091080095968,-494.067033879924,20,0
-180.709442485007,-494.991345920134,20,0
-180.327804874978,-495.915657950099,20,0
-179.937972479965,-496.836503640283,20,0
-179.540488771977,-497.754112869967,20,0
-179.143005063058,-498.671722100116,20,0
-178.745521354023,-499.589331330266,20,0
-178.340925910044,-500.503787020221,20,0
-177.927713767974,-501.414421810303,20,0
-177.514501627069,-502.325056600384,20,0
-177.101289486046,-503.23569139,20,0
-176.682035165955,-504.143521540332,20,0
-176.253216914017,-505.046912330202,20,0
-175.824398661963,-505.950303110294,20,0
-175.395580410026,-506.853693890385,20,0
-174.961775125004,-507.754664659966,20,0
-174.517477703047,-508.650544010103,20,0
-174.073180282022,-509.546423349995,20,0
-173.628882860997,-510.442302700132,20,0
-173.180433931062,-511.336076139938,20,0
-172.719994502957,-512.223767270334,20,0
-172.259555074037,-513.11145839002,20,0
-171.799115646048,-513.99914951995,20,0
-171.336644041002,-514.885764210019,20,0
-170.860954822041,-515.765377630014,20,0
-170.385265602963,-516.644991050008,20,0
-169.909576384001,-517.524604470003,20,0
-169.433746178052,-518.404140060302,20,0
-168.942948831012,-519.275413820054,20,0
-168.452151483972,-520.146687580272,20,0
-167.96135413798,-521.017961340025,20,0
-167.470556791057,-521.889235100243,20,0
-166.966512051993,-522.752895150333,20,0
-166.460752740036,-523.615569780115,20,0
-165.954993427964,-524.478244420141,20,0
-165.449234116007,-525.340919050388,20,0
-164.932196300011,-526.196849999949,20,0
-164.411625640001,-527.050668600015,20,0
-163.891054981039,-527.904487190302,20,0
-163.370484321029,-528.758305780124,20,0
-162.840569527005,-529.60631610034,20,0
-162.305342548992,-530.451024380047,20,0
-161.770115570048,-531.295732660219,20,0
-161.234888592036,-532.140440939925,20,0
-160.692215666058,-532.980340760201,20,0
-160.14249176206,-533.815687170252,20,0
-159.592767858063,-534.651033580303,20,0
-159.043043954065,-535.486380000133,20,0
-158.487734465976,-536.317981190048,20,0
-157.923677347018,-537.143716960214,20,0
-157.35962022806,-537.969452740159,20,0
-156.795563110034,-538.795188510325,20,0
-156.227741328068,-539.618304729927,20,0
-155.649518974009,-540.43418395007,20,0
-155.071296620066,-541.250063179992,20,0
-154.493074266007,-542.065942400135,20,0
-153.912867133971,-542.880389110185,20,0
-153.320651742047,-543.686168810353,20,0
-152.728436351055,-544.491948510054,20,0
-152.136220959015,-545.297728220001,20,0
-151.543758069048,-546.103322710376,20,0
-150.93772600498,-546.89876291994,20,0
-150.331693941028,-547.694203140214,20,0
-149.72566187696,-548.489643360022,20,0
-149.119629813008,-549.285083570052,20,0
-148.501407186966,-550.071068660356,20,0
-147.881738930009,-550.855932500213,20,0
-147.262070673052,-551.640796350315,20,0
-146.642402415978,-552.425660190172,20,0
-146.012375600985,-553.20219960995,20,0
-145.379255692009,-553.976253350265,20,0
-144.746135781984,-554.750307080336,20,0
-144.113015873008,-555.524360809941,20,0
-143.471326258964,-556.291280850302,20,0
-142.824943243991,-557.054293960333,20,0
-142.178560229018,-557.817307060119,20,0
-141.532177214045,-558.580320170149,20,0
-140.878968678065,-559.33744915016,20,0
-140.219515052973,-560.089194400236,20,0
-139.560061429045,-560.840939650312,20,0
-138.900607804069,-561.592684899922,20,0
-138.236026681959,-562.3398532602,20,0
-137.563698837068,-563.080106770154,20,0
-136.891370992059,-563.820360290352,20,0
-136.219043147051,-564.560613810085,20,0
-135.543238203041,-565.297654100228,20,0
-134.858236360014,-566.026195430197,20,0
-134.173234516987,-566.754736769944,20,0
-133.48823267396,-567.483278100379,20,0
-132.801355074043,-568.210025030188,20,0
-132.103883231058,-568.926637220196,20,0
-131.406411387026,-569.643249410204,20,0
-130.708939544041,-570.359861600213,20,0
-130.011142821051,-571.076152080204,20,0
-129.301408687955,-571.780621710233,20,0
-128.591674554976,-572.485091340262,20,0
-127.881940421997,-573.189560970291,20,0
-127.172206289018,-573.89403060032,20,0
-126.451595389051,-574.587351410184,20,0
-125.729810329037,-575.279468690045,20,0
-125.008025269024,-575.971585960127,20,0
-124.28624020901,-576.663703239988,20,0
-123.555239191046,-577.346042000223,20,0
-122.821618156042,-578.025600810069,20,0
-122.087997121038,-578.705159620382,20,0
-121.354376086034,-579.384718430228,20,0
-120.613148933043,-580.055922559928,20,0
-119.867910398985,-580.72272053035,20,0
-119.122671865043,-581.389518490061,20,0
-118.377433330984,-582.056316460017,20,0
-117.626146205002,-582.716235760134,20,0
-116.869512108038,-583.37007431034,20,0
-116.112878010957,-584.023912850302,20,0
-115.356243913993,-584.677751400042,20,0
-114.595065125031,-585.326238090172,20,0
-113.827260794001,-585.966922489926,20,0
-113.059456464019,-586.607606899924,20,0
-112.291652134037,-587.248291309923,20,0
-111.520752103067,-587.88520003017,20,0
-110.742006196058,-588.51253950037,20,0
-109.963260289048,-589.13987898035,20,0
-109.184514382039,-589.767218450084,20,0
-108.404065608978,-590.392406329978,20,0
-107.614610039978,-591.006214040331,20,0
-106.825154470978,-591.620021750219,20,0
-106.035698901978,-592.233829460107,20,0
-105.245875934022,-592.847156130243,20,0
-104.445945807034,-593.447249280289,20,0
-103.646015680045,-594.047342430334,20,0
-102.846085553057,-594.647435590159,20,0
-102.046155426069,-595.247528740205,20,0
-101.23689848301,-595.834963070228,20,0
-100.426732021966,-596.42116295034,20,0
-99.6165655610381,-597.007362840231,20,0
-98.806399099063,-597.593562720343,20,0
-97.988364318036,-598.168688110076,20,0
-97.168202794971,-598.740820150357,20,0
-96.348041270976,-599.312952199951,20,0
-95.52787974698,-599.885084240231,20,0
-94.701250573969,-600.447772160172,20,0
-93.871338236029,-601.005665980279,20,0
