el,el_dot,Lin Vel,Ang. Vel,Yaw Rate Error,Input
-0.17516804704365124,0.2821263150287457,0.0004483501543290913,0,0,0.0
-0.17516804704365124,0.2821263150287457,0.0004483501543290913,0,0,2.3036126312703686
-0.17517203128348127,0.2821506898321432,0.0004249310295563191,0,0,5.770411283798751
-0.17517203128348127,0.2821506898321432,0.0004249310295563191,0,0,7.914812863685192
-0.17517203128348127,0.2821506898321432,0.0004249310295563191,0,0,9.147494292348057
-0.17517766896386702,0.2821016175421109,0.0004249310295563191,0,0,9.629239539497997
-0.17517766896386702,0.2821016175421109,0.0004249310295563191,0,0,9.917043369975264
-0.17517741560581232,0.2820988913036922,0.0004249310295563191,0,0,10.080667824774945
-0.17517741560581232,0.2821019284562153,0.0008658236474730074,0,0,10.109630427432085
-0.17517741560581232,0.2821019284562153,0.0008658236474730074,0,0,10.176647590143487
-0.17517741560581232,0.2821019284562153,0.0008658236474730074,0,0,10.145793209773453
-0.1751692540766722,0.2821101072591492,0.0008658236474730074,0,0,10.19586773348921
-0.17516765317293895,0.282065996962081,0.000794681254774332,0,0,10.154041828508916
-0.17516765317293895,0.282065996962081,0.000794681254774332,0,0,10.198432564846167
-0.17516765317293895,0.282065996962081,0.000794681254774332,0,0,10.157798050685571
-0.17516657329409818,0.28207144948816165,0.000794681254774332,0,0,10.197119034741705
-0.17516646468254995,0.28211779595978553,0.000794681254774332,0,0,10.160067532325504
-0.175174017296526,0.28211234343332103,0.000794681254774332,0,0,10.194877404775575
-0.1751779468338871,0.28206777007053624,0.00026049651205539703,0,0,10.161759325947166
-0.17517485534740052,0.28210593725479094,0.00026049651205539703,0,0,10.193728710390799
-0.1751667714132398,0.2820759487533455,0.00026049651205539703,0,0,10.163176140380758
-0.17517444130987875,0.2820623176155798,0.00026049651205539703,0,0,10.192074278610285
-0.17517495234803854,0.2820973593278371,0.0005982995498925447,0,0,10.165053848777843
-0.17517154846186275,0.2821328005765886,0.0005982995498925447,0,0,10.190520169866149
-0.1751689348860558,0.28211644307758543,0.0005982995498925447,0,0,10.165755683092463
-0.17516714747675446,0.28208918057794863,0.0005982995498925447,0,0,10.189206210574696
-0.17516714747675446,0.28208918057794863,0.0005982995498925447,0,0,10.167335442822564
-0.175164725459494,0.2820999020604594,0.0009674225584603846,0,0,10.188218922959242
-0.175164725459494,0.2820999020604594,0.0009674225584603846,0,0,10.16832326004534
-0.175164725459494,0.2820999020604594,0.0009674225584603846,0,0,10.18713460186903
-0.17516754530262205,0.28209444951177626,0.0009674225584603846,0,0,10.169372863678813
-0.17516754530262205,0.28209444951177626,0.0009674225584603846,0,0,10.18624890438762
-0.17516754530262205,0.28209444951177626,0.0009674225584603846,0,0,10.170349184926316
-0.17516754530262205,0.28209444951177626,0.0009674225584603846,0,0,10.185348659116414
-0.17516754530262205,0.28209444951177626,0.0009674225584603846,0,0,10.171195490921773
-0.17516754530262205,0.28209444951177626,0.0009674225584603846,0,0,10.18454783596569
-0.17516754530262205,0.28209444951177626,0.0009674225584603846,0,0,10.171956207531558
-0.17516754530262205,0.28209444951177626,0.0009674225584603846,0,0,10.183828152918359
-0.17516754530262205,0.28209444951177626,0.0009674225584603846,0,0,10.17263754317814
-0.17516754530262205,0.28209444951177626,0.0009674225584603846,0,0,10.183184262431267
-0.17516754530262205,0.28209444951177626,0.0009674225584603846,0,0,10.173245745657626
-0.17516754530262205,0.28209444951177626,0.0009674225584603846,0,0,10.182610331577276
-0.17516754530262205,0.28209444951177626,0.0009674225584603846,0,0,10.173787009252194
-0.17516754530262205,0.28209444951177626,0.0009674225584603846,0,0,10.182100199234023
-0.17516754530262205,0.28209444951177626,0.0009674225584603846,0,0,10.174267572999414
-0.17516754530262205,0.28209444951177626,0.0009674225584603846,0,0,10.181647677061699
-0.17516754530262205,0.28209444951177626,0.0009674225584603846,0,0,10.174693556103906
-0.17516754530262205,0.28209444951177626,0.0009674225584603846,0,0,10.181246774637996
-0.17516754530262205,0.28209444951177626,0.0009674225584603846,0,0,10.17507078963674
-0.17516754530262205,0.28209444951177626,0.0009674225584603846,0,0,10.180891852699835
-0.17516754530262205,0.28209444951177626,0.0009674225584603846,0,0,10.175404700180344
